index,label,split
1412,0,train
25594,9,train
9759,3,train
6353,2,train
16383,6,train
5105,1,train
11394,3,train
19734,7,train
3165,1,train
3845,1,train
10917,3,train
19589,7,train
8465,2,train
20206,7,train
12053,4,train
26158,9,train
8253,2,train
14272,5,train
19963,7,train
22660,8,train
13796,4,train
10713,3,train
17510,6,train
6772,2,train
11701,4,train
21258,7,train
26092,9,train
2892,0,train
354,0,train
10735,3,train
13381,4,train
8915,2,train
561,0,train
10931,3,train
20793,7,train
7691,2,train
9007,3,train
19332,7,train
26481,9,train
12437,4,train
24565,9,train
4684,1,train
3838,1,train
26915,9,train
2257,0,train
25846,9,train
11405,3,train
16735,6,train
13689,4,train
10682,3,train
14399,5,train
19476,7,train
26107,9,train
10436,3,train
21799,8,train
5427,1,train
23642,8,train
10989,3,train
16078,6,train
24372,9,train
1928,0,train
14677,5,train
18425,6,train
10045,3,train
8908,2,train
11955,4,train
6280,2,train
18977,7,train
23007,8,train
1983,0,train
8907,2,train
21389,7,train
19053,7,train
9346,3,train
2090,0,train
3502,1,train
26905,9,train
7524,2,train
8311,2,train
13715,4,train
4940,1,train
4423,1,train
24519,9,train
14140,5,train
12285,4,train
20062,7,train
8637,2,train
275,0,train
13587,4,train
11658,4,train
20104,7,train
1207,0,train
22063,8,train
23219,8,train
12885,4,train
5175,1,train
25567,9,train
12713,4,train
7588,2,train
14164,5,train
6487,2,train
2929,0,train
19504,7,train
3426,1,train
26292,9,train
26951,9,train
9657,3,train
24557,9,train
3919,1,train
6012,2,train
6768,2,train
21355,7,train
17849,6,train
25269,9,train
5573,1,train
11513,4,train
15717,5,train
2755,0,train
1424,0,train
11859,4,train
11703,4,train
14694,5,train
17845,6,train
13840,4,train
7909,2,train
10390,3,train
5219,1,train
10240,3,train
5202,1,train
13024,4,train
4953,1,train
2584,0,train
14154,5,train
17786,6,train
21180,7,train
26678,9,train
17075,6,train
26811,9,train
6062,2,train
20295,7,train
7099,2,train
21366,7,train
18799,7,train
26482,9,train
6892,2,train
14396,5,train
15305,5,train
24343,9,train
8221,2,train
25681,9,train
14989,5,train
17114,6,train
615,0,train
21450,7,train
2825,0,train
26360,9,train
7623,2,train
6204,2,train
16278,6,train
18500,7,train
11388,3,train
13089,4,train
8008,2,train
8769,2,train
3545,1,train
14385,5,train
22329,8,train
18283,6,train
12993,4,train
5325,1,train
10782,3,train
2909,0,train
14799,5,train
15136,5,train
19107,7,train
14544,5,train
5680,1,train
19457,7,train
24772,9,train
12142,4,train
8138,2,train
25757,9,train
1087,0,train
21911,8,train
25740,9,train
8768,2,train
11914,4,train
18324,6,train
22419,8,train
23968,8,train
6606,2,train
13047,4,train
2346,0,train
18257,6,train
16816,6,train
10520,3,train
26577,9,train
8800,2,train
14875,5,train
18025,6,train
17408,6,train
13491,4,train
10959,3,train
2274,0,train
25491,9,train
13133,4,train
15210,5,train
26851,9,train
12041,4,train
15739,5,train
7496,2,train
13552,4,train
5375,1,train
22027,8,train
19533,7,train
11415,3,train
11195,3,train
15862,5,train
5115,1,train
21833,8,train
17627,6,train
6748,2,train
19032,7,train
13352,4,train
22016,8,train
11062,3,train
15589,5,train
12942,4,train
12066,4,train
22401,8,train
22228,8,train
12952,4,train
2868,0,train
20964,7,train
6526,2,train
23385,8,train
25149,9,train
3030,1,train
22347,8,train
8496,2,train
6848,2,train
20820,7,train
7778,2,train
12414,4,train
3511,1,train
11997,4,train
13469,4,train
12075,4,train
23158,8,train
14706,5,train
4383,1,train
10542,3,train
22902,8,train
26381,9,train
14715,5,train
13705,4,train
24695,9,train
7208,2,train
10508,3,train
10495,3,train
439,0,train
1359,0,train
5971,1,train
976,0,train
23238,8,train
13749,4,train
4539,1,train
12168,4,train
17443,6,train
18625,7,train
12213,4,train
1869,0,train
6245,2,train
5049,1,train
22185,8,train
18477,6,train
19206,7,train
16166,6,train
5133,1,train
8770,2,train
5902,1,train
6081,2,train
20549,7,train
11843,4,train
16136,6,train
8055,2,train
15093,5,train
24270,9,train
12934,4,train
16023,6,train
17195,6,train
18545,7,train
8608,2,train
10027,3,train
19814,7,train
20611,7,train
25119,9,train
19670,7,train
7483,2,train
6341,2,train
532,0,train
7029,2,train
5042,1,train
4761,1,train
5308,1,train
10218,3,train
19004,7,train
25636,9,train
2578,0,train
25049,9,train
5673,1,train
15133,5,train
13254,4,train
2043,0,train
5496,1,train
24785,9,train
26934,9,train
8259,2,train
6140,2,train
13741,4,train
13777,4,train
16680,6,train
24423,9,train
8699,2,train
15358,5,train
23695,8,train
24882,9,train
9057,3,train
12417,4,train
3518,1,train
2771,0,train
9237,3,train
3769,1,train
15737,5,train
24191,9,train
20059,7,train
3203,1,train
12797,4,train
17497,6,train
8983,2,train
8435,2,train
20363,7,train
19495,7,train
19109,7,train
14660,5,train
9234,3,train
11003,3,train
818,0,train
9340,3,train
22288,8,train
16773,6,train
4933,1,train
25205,9,train
24217,9,train
18574,7,train
3898,1,train
26965,9,train
10848,3,train
4646,1,train
9471,3,train
18307,6,train
8484,2,train
16972,6,train
15279,5,train
11976,4,train
25194,9,train
11578,4,train
17384,6,train
4559,1,train
10804,3,train
1293,0,train
3133,1,train
5173,1,train
14756,5,train
17098,6,train
26369,9,train
15384,5,train
13020,4,train
18297,6,train
11796,4,train
5806,1,train
6651,2,train
7921,2,train
25632,9,train
16853,6,train
4872,1,train
19630,7,train
7303,2,train
20842,7,train
9597,3,train
23869,8,train
9198,3,train
6042,2,train
19587,7,train
4641,1,train
24281,9,train
22552,8,train
11570,4,train
13823,4,train
18737,7,train
17544,6,train
13202,4,train
12701,4,train
8916,2,train
14063,5,train
17509,6,train
875,0,train
15025,5,train
16840,6,train
23460,8,train
7519,2,train
19519,7,train
20886,7,train
23217,8,train
7416,2,train
748,0,train
1583,0,train
15699,5,train
12326,4,train
21831,8,train
21393,7,train
21137,7,train
15786,5,train
1865,0,train
11970,4,train
24810,9,train
12980,4,train
2615,0,train
17807,6,train
25815,9,train
22247,8,train
2728,0,train
6925,2,train
6658,2,train
11696,4,train
2554,0,train
1988,0,train
20844,7,train
20316,7,train
25741,9,train
26541,9,train
15064,5,train
14495,5,train
3064,1,train
19221,7,train
4931,1,train
18638,7,train
10892,3,train
26849,9,train
23123,8,train
7603,2,train
7998,2,train
4520,1,train
7202,2,train
11341,3,train
292,0,train
18870,7,train
10021,3,train
99,0,train
10756,3,train
19230,7,train
19783,7,train
2730,0,train
25516,9,train
16708,6,train
11553,4,train
6306,2,train
2019,0,train
12624,4,train
12152,4,train
16719,6,train
15610,5,train
5870,1,train
18165,6,train
5055,1,train
22402,8,train
9311,3,train
14896,5,train
17,0,train
23838,8,train
10544,3,train
8571,2,train
5406,1,train
10144,3,train
218,0,train
23804,8,train
2170,0,train
7846,2,train
18446,6,train
23627,8,train
24658,9,train
11652,4,train
22129,8,train
597,0,train
2819,0,train
26191,9,train
7498,2,train
14592,5,train
22343,8,train
17249,6,train
13619,4,train
18104,6,train
6693,2,train
1560,0,train
1692,0,train
3346,1,train
16388,6,train
15010,5,train
5090,1,train
14963,5,train
7729,2,train
11378,3,train
5710,1,train
13985,4,train
16969,6,train
26821,9,train
21565,8,train
17711,6,train
17449,6,train
15744,5,train
10557,3,train
13082,4,train
20085,7,train
22046,8,train
9017,3,train
25122,9,train
23303,8,train
23844,8,train
5984,1,train
16577,6,train
22356,8,train
8625,2,train
22130,8,train
22819,8,train
6369,2,train
1114,0,train
5183,1,train
12652,4,train
9921,3,train
24842,9,train
2630,0,train
25736,9,train
2260,0,train
7251,2,train
13647,4,train
350,0,train
23629,8,train
4758,1,train
7101,2,train
1518,0,train
8531,2,train
3126,1,train
17222,6,train
16135,6,train
794,0,train
8431,2,train
22615,8,train
18832,7,train
18484,6,train
25990,9,train
286,0,train
19290,7,train
20257,7,train
9180,3,train
12455,4,train
24439,9,train
8953,2,train
1201,0,train
14662,5,train
13582,4,train
14644,5,train
17642,6,train
2314,0,train
12982,4,train
22882,8,train
15316,5,train
17134,6,train
18692,7,train
24726,9,train
25506,9,train
22346,8,train
16736,6,train
9821,3,train
5086,1,train
13540,4,train
22219,8,train
6249,2,train
22215,8,train
10913,3,train
1009,0,train
25423,9,train
8808,2,train
3992,1,train
7060,2,train
2103,0,train
11505,4,train
20073,7,train
5080,1,train
16455,6,train
18400,6,train
10142,3,train
5645,1,train
14960,5,train
8426,2,train
23504,8,train
16597,6,train
8485,2,train
9763,3,train
8720,2,train
18203,6,train
16364,6,train
8601,2,train
2376,0,train
4061,1,train
16043,6,train
24879,9,train
1234,0,train
6337,2,train
26627,9,train
23150,8,train
19939,7,train
22966,8,train
21650,8,train
17292,6,train
20604,7,train
7698,2,train
17427,6,train
22049,8,train
20192,7,train
22126,8,train
184,0,train
7194,2,train
16489,6,train
25763,9,train
15186,5,train
14514,5,train
11117,3,train
9405,3,train
4065,1,train
15017,5,train
19358,7,train
7023,2,train
23948,8,train
20383,7,train
8546,2,train
4615,1,train
21471,7,train
18728,7,train
10396,3,train
17062,6,train
2827,0,train
26119,9,train
24283,9,train
6217,2,train
485,0,train
1808,0,train
23138,8,train
4498,1,train
10779,3,train
16021,6,train
7365,2,train
4612,1,train
22843,8,train
10387,3,train
23848,8,train
18697,7,train
24275,9,train
2761,0,train
21491,7,train
26702,9,train
2275,0,train
25787,9,train
25441,9,train
915,0,train
1242,0,train
15315,5,train
18970,7,train
12639,4,train
2290,0,train
8627,2,train
3049,1,train
1879,0,train
5463,1,train
15426,5,train
7355,2,train
12016,4,train
37,0,train
11430,3,train
16898,6,train
23776,8,train
3400,1,train
14703,5,train
8066,2,train
22989,8,train
8275,2,train
3859,1,train
2221,0,train
21065,7,train
24532,9,train
9553,3,train
4685,1,train
19807,7,train
18741,7,train
167,0,train
15830,5,train
1078,0,train
20048,7,train
1727,0,train
1322,0,train
5552,1,train
21943,8,train
26211,9,train
12353,4,train
3945,1,train
12967,4,train
26368,9,train
3586,1,train
3313,1,train
14290,5,train
23490,8,train
20162,7,train
979,0,train
15618,5,train
11007,3,train
26168,9,train
16290,6,train
24049,9,train
4388,1,train
3841,1,train
23170,8,train
18222,6,train
23889,8,train
12330,4,train
13527,4,train
12887,4,train
4328,1,train
13526,4,train
15967,5,train
23319,8,train
23094,8,train
13140,4,train
16635,6,train
9475,3,train
2874,0,train
7651,2,train
19097,7,train
25571,9,train
8977,2,train
3434,1,train
20344,7,train
2562,0,train
20027,7,train
20167,7,train
6553,2,train
2997,0,train
6854,2,train
17504,6,train
26068,9,train
8804,2,train
17603,6,train
6525,2,train
17346,6,train
25593,9,train
5562,1,train
1163,0,train
19521,7,train
25480,9,train
26745,9,train
3217,1,train
20774,7,train
18027,6,train
24189,9,train
1239,0,train
23981,8,train
4353,1,train
21558,8,train
6624,2,train
18176,6,train
23468,8,train
6346,2,train
3216,1,train
22582,8,train
7993,2,train
9814,3,train
274,0,train
7423,2,train
3445,1,train
24028,9,train
12259,4,train
22064,8,train
25953,9,train
2234,0,train
26856,9,train
20219,7,train
25336,9,train
8540,2,train
3050,1,train
24934,9,train
20380,7,train
22101,8,train
13728,4,train
20385,7,train
5780,1,train
26669,9,train
21786,8,train
20923,7,train
9006,3,train
14947,5,train
938,0,train
17943,6,train
9677,3,train
9406,3,train
7712,2,train
3686,1,train
2350,0,train
14528,5,train
6542,2,train
8384,2,train
14529,5,train
9004,3,train
1472,0,train
20562,7,train
3589,1,train
25084,9,train
23729,8,train
15468,5,train
7252,2,train
22339,8,train
16890,6,train
3379,1,train
2106,0,train
13653,4,train
2397,0,train
25124,9,train
14773,5,train
7408,2,train
19649,7,train
21925,8,train
13005,4,train
11078,3,train
3028,1,train
18130,6,train
2003,0,train
24502,9,train
18088,6,train
858,0,train
4175,1,train
8959,2,train
9908,3,train
2817,0,train
17557,6,train
3329,1,train
18747,7,train
26205,9,train
20631,7,train
2349,0,train
8582,2,train
21918,8,train
10417,3,train
18038,6,train
25922,9,train
20593,7,train
4219,1,train
14812,5,train
526,0,train
13180,4,train
4916,1,train
17391,6,train
1850,0,train
7731,2,train
3753,1,train
22239,8,train
9633,3,train
24925,9,train
24220,9,train
15029,5,train
11096,3,train
1089,0,train
2307,0,train
5795,1,train
22864,8,train
9692,3,train
6061,2,train
12888,4,train
3424,1,train
18108,6,train
25091,9,train
8552,2,train
13399,4,train
26597,9,train
6713,2,train
25068,9,train
25132,9,train
10790,3,train
15913,5,train
21039,7,train
26271,9,train
4165,1,train
8468,2,train
3590,1,train
10807,3,train
6860,2,train
15143,5,train
1788,0,train
14081,5,train
10531,3,train
4323,1,train
20199,7,train
15697,5,train
4274,1,train
26136,9,train
26528,9,train
19215,7,train
1972,0,train
23166,8,train
13986,4,train
324,0,train
1477,0,train
26192,9,train
17812,6,train
4683,1,train
19500,7,train
14976,5,train
4901,1,train
11220,3,train
25537,9,train
11470,3,train
21923,8,train
6710,2,train
22292,8,train
4840,1,train
23489,8,train
22427,8,train
20873,7,train
12675,4,train
20623,7,train
5034,1,train
17714,6,train
25240,9,train
14708,5,train
1729,0,train
25874,9,train
25121,9,train
16143,6,train
8196,2,train
21300,7,train
11804,4,train
18433,6,train
17156,6,train
1980,0,train
25027,9,train
20666,7,train
11566,4,train
24964,9,train
21740,8,train
16944,6,train
24955,9,train
7960,2,train
20408,7,train
19255,7,train
20706,7,train
17059,6,train
18493,6,train
6137,2,train
6940,2,train
11508,4,train
19143,7,train
15141,5,train
9127,3,train
18120,6,train
26801,9,train
19539,7,train
8193,2,train
11066,3,train
4247,1,train
3780,1,train
17031,6,train
24672,9,train
17560,6,train
10964,3,train
18370,6,train
10823,3,train
9397,3,train
11094,3,train
14207,5,train
16539,6,train
10502,3,train
19047,7,train
6671,2,train
19994,7,train
13541,4,train
12240,4,train
7876,2,train
8660,2,train
16717,6,train
13323,4,train
17566,6,train
1580,0,train
11950,4,train
18098,6,train
4294,1,train
26353,9,train
1451,0,train
12546,4,train
18060,6,train
24503,9,train
25449,9,train
19389,7,train
2171,0,train
20676,7,train
16421,6,train
20907,7,train
14814,5,train
18085,6,train
3787,1,train
21645,8,train
17532,6,train
17746,6,train
15958,5,train
24653,9,train
14324,5,train
24250,9,train
398,0,train
6196,2,train
9190,3,train
25995,9,train
18082,6,train
2383,0,train
26717,9,train
4542,1,train
15920,5,train
19624,7,train
26756,9,train
4177,1,train
11231,3,train
13266,4,train
16338,6,train
22004,8,train
11548,4,train
9422,3,train
7258,2,train
23332,8,train
21857,8,train
15215,5,train
26718,9,train
8329,2,train
26698,9,train
26161,9,train
10135,3,train
2418,0,train
10397,3,train
8170,2,train
1232,0,train
26351,9,train
8183,2,train
21419,7,train
22264,8,train
17471,6,train
11499,3,train
20800,7,train
26438,9,train
10213,3,train
23110,8,train
18845,7,train
21447,7,train
21797,8,train
2838,0,train
10969,3,train
2281,0,train
21784,8,train
1742,0,train
14988,5,train
10684,3,train
3932,1,train
12382,4,train
7795,2,train
16843,6,train
10205,3,train
13930,4,train
12502,4,train
26713,9,train
22837,8,train
7309,2,train
19603,7,train
20950,7,train
23126,8,train
10615,3,train
26499,9,train
1932,0,train
22471,8,train
16156,6,train
26352,9,train
20450,7,train
12881,4,train
12627,4,train
22846,8,train
14318,5,train
13657,4,train
8146,2,train
7027,2,train
2042,0,train
22893,8,train
6582,2,train
6923,2,train
3651,1,train
15978,5,train
11026,3,train
12522,4,train
25357,9,train
3959,1,train
2776,0,train
20417,7,train
20401,7,train
9999,3,train
7518,2,train
7083,2,train
10313,3,train
9856,3,train
15470,5,train
10509,3,train
14907,5,train
3195,1,train
22861,8,train
6017,2,train
16918,6,train
2663,0,train
9448,3,train
17492,6,train
17377,6,train
10951,3,train
10953,3,train
7190,2,train
18306,6,train
26536,9,train
25610,9,train
21150,7,train
11724,4,train
10881,3,train
22025,8,train
10668,3,train
9855,3,train
332,0,train
22502,8,train
10471,3,train
7006,2,train
23053,8,train
23091,8,train
25191,9,train
25579,9,train
961,0,train
22297,8,train
9717,3,train
14995,5,train
15137,5,train
7828,2,train
21692,8,train
11571,4,train
9074,3,train
12927,4,train
10277,3,train
12971,4,train
22963,8,train
13394,4,train
17536,6,train
24219,9,train
21574,8,train
9737,3,train
8764,2,train
11438,3,train
6677,2,train
22115,8,train
21615,8,train
10018,3,train
23469,8,train
18190,6,train
14990,5,train
1454,0,train
9558,3,train
12806,4,train
22161,8,train
1689,0,train
12820,4,train
11458,3,train
9170,3,train
16667,6,train
18873,7,train
6947,2,train
17569,6,train
25954,9,train
2897,0,train
8737,2,train
16327,6,train
20538,7,train
25749,9,train
25655,9,train
10498,3,train
24514,9,train
1830,0,train
20052,7,train
26270,9,train
23580,8,train
10335,3,train
6883,2,train
8477,2,train
20764,7,train
19267,7,train
1027,0,train
17013,6,train
12762,4,train
20527,7,train
12822,4,train
9974,3,train
7670,2,train
20580,7,train
832,0,train
10562,3,train
17015,6,train
5507,1,train
5824,1,train
26605,9,train
12867,4,train
385,0,train
3857,1,train
22848,8,train
6236,2,train
17231,6,train
7843,2,train
9776,3,train
476,0,train
25271,9,train
25989,9,train
16798,6,train
26940,9,train
16180,6,train
10578,3,train
1048,0,train
22406,8,train
11023,3,train
3847,1,train
19987,7,train
21726,8,train
17358,6,train
13995,4,train
6282,2,train
17752,6,train
11823,4,train
21280,7,train
18909,7,train
2922,0,train
17655,6,train
16723,6,train
11052,3,train
22491,8,train
7531,2,train
10204,3,train
3223,1,train
17102,6,train
21017,7,train
7918,2,train
16030,6,train
494,0,train
12328,4,train
14586,5,train
21063,7,train
23125,8,train
19748,7,train
14249,5,train
19762,7,train
23129,8,train
16316,6,train
22260,8,train
26857,9,train
26505,9,train
19217,7,train
19736,7,train
3844,1,train
20066,7,train
10500,3,train
8950,2,train
7981,2,train
24274,9,train
21662,8,train
14284,5,train
2442,0,train
18479,6,train
16444,6,train
9612,3,train
15443,5,train
14921,5,train
15646,5,train
9540,3,train
3080,1,train
4018,1,train
26731,9,train
10697,3,train
19586,7,train
5787,1,train
8323,2,train
15441,5,train
4344,1,train
19014,7,train
6181,2,train
26395,9,train
19417,7,train
20899,7,train
16706,6,train
17831,6,train
17304,6,train
19809,7,train
24585,9,train
12072,4,train
6905,2,train
9249,3,train
2493,0,train
15571,5,train
947,0,train
3251,1,train
128,0,train
15756,5,train
16523,6,train
25296,9,train
21599,8,train
7210,2,train
23250,8,train
4081,1,train
5398,1,train
24204,9,train
3380,1,train
2928,0,train
25979,9,train
3486,1,train
26464,9,train
21204,7,train
2753,0,train
11216,3,train
2400,0,train
21370,7,train
19369,7,train
8085,2,train
11289,3,train
25697,9,train
20336,7,train
12006,4,train
450,0,train
11647,4,train
5020,1,train
3283,1,train
940,0,train
7949,2,train
14926,5,train
18707,7,train
5283,1,train
23063,8,train
23686,8,train
24545,9,train
9758,3,train
10540,3,train
414,0,train
18289,6,train
5628,1,train
8129,2,train
904,0,train
7852,2,train
3237,1,train
1181,0,train
11653,4,train
10846,3,train
21444,7,train
10998,3,train
10084,3,train
25298,9,train
24419,9,train
14494,5,train
12216,4,train
2979,0,train
4826,1,train
8652,2,train
12539,4,train
26946,9,train
6424,2,train
1566,0,train
3547,1,train
13349,4,train
1072,0,train
9679,3,train
24550,9,train
3315,1,train
5170,1,train
7899,2,train
17703,6,train
26913,9,train
7804,2,train
18956,7,train
8041,2,train
11312,3,train
1949,0,train
3219,1,train
5584,1,train
14369,5,train
24117,9,train
24381,9,train
21854,8,train
7374,2,train
25851,9,train
4657,1,train
4783,1,train
20393,7,train
13819,4,train
8586,2,train
23772,8,train
15098,5,train
23651,8,train
14401,5,train
12498,4,train
19388,7,train
23184,8,train
24499,9,train
17843,6,train
8680,2,train
7715,2,train
17239,6,train
14297,5,train
17542,6,train
20860,7,train
6265,2,train
4821,1,train
12303,4,train
5171,1,train
3904,1,train
14131,5,train
20519,7,train
3921,1,train
25858,9,train
12194,4,train
12663,4,train
298,0,train
22194,8,train
15063,5,train
18943,7,train
10123,3,train
8299,2,train
2470,0,train
19299,7,train
15050,5,train
17440,6,train
10225,3,train
7225,2,train
25927,9,train
20858,7,train
8100,2,train
1511,0,train
2379,0,train
3373,1,train
12042,4,train
11871,4,train
65,0,train
8245,2,train
23477,8,train
861,0,train
25167,9,train
21173,7,train
26742,9,train
25053,9,train
13544,4,train
8888,2,train
17912,6,train
22754,8,train
22672,8,train
10258,3,train
1095,0,train
17431,6,train
5322,1,train
22097,8,train
2186,0,train
21286,7,train
6649,2,train
20491,7,train
8046,2,train
15538,5,train
23945,8,train
19279,7,train
22890,8,train
9626,3,train
15198,5,train
16264,6,train
6871,2,train
14105,5,train
18720,7,train
16005,6,train
6439,2,train
24825,9,train
10290,3,train
25706,9,train
5778,1,train
5859,1,train
22146,8,train
207,0,train
1675,0,train
20788,7,train
21552,8,train
8373,2,train
1813,0,train
12123,4,train
25367,9,train
3793,1,train
4549,1,train
16946,6,train
3297,1,train
14506,5,train
18690,7,train
11646,4,train
11495,3,train
15993,5,train
11555,4,train
2590,0,train
13441,4,train
9508,3,train
9879,3,train
24910,9,train
14391,5,train
23209,8,train
7467,2,train
14312,5,train
5214,1,train
26476,9,train
24826,9,train
23176,8,train
2769,0,train
20063,7,train
9457,3,train
13944,4,train
26503,9,train
22683,8,train
7435,2,train
885,0,train
24205,9,train
859,0,train
1449,0,train
26839,9,train
25299,9,train
11637,4,train
17738,6,train
24804,9,train
21108,7,train
6663,2,train
23703,8,train
1110,0,train
15606,5,train
21722,8,train
11122,3,train
7338,2,train
10764,3,train
10482,3,train
17620,6,train
13879,4,train
277,0,train
16760,6,train
22220,8,train
24750,9,train
321,0,train
7382,2,train
13362,4,train
11923,4,train
20645,7,train
21696,8,train
22968,8,train
1725,0,train
3284,1,train
11342,3,train
8141,2,train
24850,9,train
14129,5,train
7130,2,train
7277,2,train
22404,8,train
10815,3,train
19174,7,train
17814,6,train
20560,7,train
9362,3,train
2013,0,train
10590,3,train
5730,1,train
13021,4,train
5708,1,train
10525,3,train
20197,7,train
20944,7,train
1339,0,train
6758,2,train
19528,7,train
21676,8,train
989,0,train
860,0,train
23514,8,train
2656,0,train
12127,4,train
19772,7,train
24580,9,train
5196,1,train
13950,4,train
22537,8,train
19731,7,train
25903,9,train
6087,2,train
12914,4,train
11908,4,train
17435,6,train
15365,5,train
16352,6,train
16605,6,train
14795,5,train
8254,2,train
22855,8,train
14884,5,train
4416,1,train
898,0,train
4125,1,train
15813,5,train
23520,8,train
776,0,train
13442,4,train
16355,6,train
17378,6,train
5470,1,train
19131,7,train
9393,3,train
2228,0,train
10948,3,train
13598,4,train
7123,2,train
5053,1,train
16810,6,train
2417,0,train
15796,5,train
5799,1,train
8551,2,train
3429,1,train
8199,2,train
2595,0,train
13856,4,train
25620,9,train
11054,3,train
6980,2,train
22530,8,train
26406,9,train
23611,8,train
19425,7,train
25670,9,train
20109,7,train
14840,5,train
22588,8,train
5365,1,train
6327,2,train
25142,9,train
26883,9,train
9139,3,train
8781,2,train
8657,2,train
21363,7,train
8222,2,train
23492,8,train
9748,3,train
5627,1,train
15822,5,train
9659,3,train
24783,9,train
24902,9,train
13512,4,train
2046,0,train
13204,4,train
16045,6,train
25833,9,train
14496,5,train
11147,3,train
7650,2,train
214,0,train
23205,8,train
21156,7,train
3611,1,train
12623,4,train
20411,7,train
3347,1,train
19671,7,train
20850,7,train
2852,0,train
4725,1,train
874,0,train
20092,7,train
18620,7,train
21956,8,train
6640,2,train
18601,7,train
6019,2,train
7758,2,train
9693,3,train
7856,2,train
20287,7,train
13334,4,train
13913,4,train
10770,3,train
23486,8,train
20773,7,train
6634,2,train
12018,4,train
5227,1,train
16115,6,train
19102,7,train
25609,9,train
1318,0,train
11109,3,train
13271,4,train
14147,5,train
23032,8,train
783,0,train
4407,1,train
10582,3,train
14149,5,train
7866,2,train
16528,6,train
21853,8,train
18010,6,train
1029,0,train
10656,3,train
11258,3,train
528,0,train
21950,8,train
5039,1,train
16426,6,train
9651,3,train
4569,1,train
17088,6,train
16001,6,train
16692,6,train
5639,1,train
5458,1,train
9529,3,train
19985,7,train
24310,9,train
25138,9,train
17872,6,train
5474,1,train
3108,1,train
14059,5,train
19426,7,train
1763,0,train
10273,3,train
22226,8,train
22801,8,train
23191,8,train
1697,0,train
17550,6,train
26558,9,train
2864,0,train
21019,7,train
14615,5,train
4193,1,train
14722,5,train
6405,2,train
26955,9,train
10819,3,train
19840,7,train
4521,1,train
10407,3,train
17316,6,train
12117,4,train
3335,1,train
21207,7,train
7149,2,train
8533,2,train
11794,4,train
73,0,train
18006,6,train
18478,6,train
3130,1,train
19768,7,train
3957,1,train
21578,8,train
4752,1,train
20245,7,train
12232,4,train
14481,5,train
18473,6,train
14787,5,train
2271,0,train
11812,4,train
4333,1,train
20423,7,train
14447,5,train
19297,7,train
17874,6,train
6857,2,train
4671,1,train
4633,1,train
23266,8,train
14224,5,train
23054,8,train
8921,2,train
8105,2,train
22388,8,train
18990,7,train
15673,5,train
3343,1,train
2380,0,train
10266,3,train
2295,0,train
23278,8,train
19248,7,train
14626,5,train
26030,9,train
21323,7,train
10763,3,train
13547,4,train
19749,7,train
18888,7,train
9027,3,train
8377,2,train
17500,6,train
16696,6,train
6222,2,train
18448,6,train
3245,1,train
23711,8,train
25069,9,train
21096,7,train
17594,6,train
17066,6,train
17144,6,train
21935,8,train
7457,2,train
8429,2,train
16140,6,train
22449,8,train
24076,9,train
21560,8,train
20040,7,train
20213,7,train
23027,8,train
23562,8,train
17071,6,train
7497,2,train
12377,4,train
1177,0,train
19541,7,train
26475,9,train
19306,7,train
2229,0,train
24158,9,train
19503,7,train
14390,5,train
18183,6,train
5206,1,train
6117,2,train
4735,1,train
3066,1,train
25693,9,train
21377,7,train
4186,1,train
20544,7,train
24526,9,train
1362,0,train
11740,4,train
23040,8,train
5149,1,train
4905,1,train
16557,6,train
10001,3,train
18465,6,train
5731,1,train
18886,7,train
16558,6,train
9632,3,train
25019,9,train
12564,4,train
20012,7,train
23491,8,train
13960,4,train
22203,8,train
24760,9,train
3176,1,train
1797,0,train
26532,9,train
12950,4,train
7396,2,train
15174,5,train
736,0,train
2627,0,train
20294,7,train
12215,4,train
12405,4,train
15464,5,train
16000,6,train
983,0,train
14970,5,train
4780,1,train
23906,8,train
19220,7,train
5968,1,train
17401,6,train
23487,8,train
26031,9,train
10877,3,train
9188,3,train
5528,1,train
6831,2,train
3563,1,train
26346,9,train
11279,3,train
11380,3,train
21309,7,train
1289,0,train
7253,2,train
17666,6,train
26874,9,train
3334,1,train
12687,4,train
3243,1,train
6601,2,train
3602,1,train
9164,3,train
8892,2,train
9907,3,train
10467,3,train
7021,2,train
22481,8,train
25783,9,train
13049,4,train
2994,0,train
19094,7,train
7816,2,train
18113,6,train
10147,3,train
12976,4,train
9804,3,train
620,0,train
16276,6,train
6029,2,train
15985,5,train
23046,8,train
18851,7,train
5666,1,train
21694,8,train
13572,4,train
24758,9,train
21660,8,train
18641,7,train
3897,1,train
24276,9,train
8203,2,train
25324,9,train
3366,1,train
15616,5,train
3476,1,train
17975,6,train
3833,1,train
17503,6,train
14635,5,train
15762,5,train
15002,5,train
20822,7,train
5216,1,train
6106,2,train
10611,3,train
7611,2,train
21896,8,train
6202,2,train
26223,9,train
14410,5,train
16040,6,train
3568,1,train
13724,4,train
16496,6,train
10455,3,train
5962,1,train
11866,4,train
5835,1,train
10065,3,train
16168,6,train
447,0,train
22012,8,train
8388,2,train
15359,5,train
11426,3,train
23024,8,train
19253,7,train
8301,2,train
26495,9,train
19672,7,train
15503,5,train
19547,7,train
15873,5,train
2915,0,train
19611,7,train
24730,9,train
17023,6,train
2887,0,train
17289,6,train
22437,8,train
10264,3,train
862,0,train
617,0,train
14325,5,train
17879,6,train
26461,9,train
11081,3,train
6146,2,train
14783,5,train
14329,5,train
